"res.file","sample","inject.date.time","exper","id","date","xCH4","xCH4.oa"
"data files/Sasha_InterLab06022017.csv","C3060217","08-02-2017 12:56:22",2,"C3","06022017",0.6151,0.6265
"data files/Sasha_InterLab06022017.csv","I2060217","08-02-2017 13:13:29",2,"I2","06022017",0.629,0.6402
"data files/Sasha_InterLab06022017.csv","I3060217","08-02-2017 13:30:36",2,"I3","06022017",0.6216,0.633
"data files/Sasha_InterLab06022017.csv","A3060217","08-02-2017 13:47:49",2,"A3","06022017",0.5651,0.577
"data files/Sasha_InterLab06022017.csv","E3060217","08-02-2017 14:05:11",2,"E3","06022017",0.6965,0.7067
"data files/Sasha_InterLab06022017.csv","L1060217","08-02-2017 14:22:37",2,"L1","06022017",0.5398,0.5518
"data files/Sasha_InterLab06022017.csv","A2060217","08-02-2017 14:40:07",2,"A2","06022017",0.5659,0.5778
"data files/Sasha_InterLab06022017.csv","C4060217","08-02-2017 14:57:42",2,"C4","06022017",0.6133,0.6247
"data files/Sasha_InterLab06022017.csv","C1060217","08-02-2017 15:15:19",2,"C1","06022017",0.6173,0.6287
"data files/Sasha_InterLab06022017.csv","L2060217","08-02-2017 15:32:54",2,"L2","06022017",0.5427,0.5547
"data files/Sasha_InterLab06022017.csv","C6060217","08-02-2017 15:50:25",2,"C6","06022017",0.6176,0.629
"data files/Sasha_InterLab06022017.csv","B1060217","08-02-2017 16:07:58",2,"B1","06022017",0.5817,0.5935
"data files/Sasha_InterLab06022017.csv","A1060217","08-02-2017 16:25:28",2,"A1","06022017",0.5721,0.5839
"data files/Sasha_InterLab06022017.csv","E2060217","08-02-2017 16:42:59",2,"E2","06022017",0.6997,0.7098
"data files/Sasha_InterLab06022017.csv","E1060217","08-02-2017 17:00:27",2,"E1","06022017",0.6968,0.7069
"data files/Sasha_InterLab06022017.csv","C5060217","08-02-2017 17:17:59",2,"C5","06022017",0.6262,0.6375
"data files/Sasha_InterLab07122016.csv","L1071216","08-12-2016 09:48:50",1,"L1","07122016",0.6169,0.6168
"data files/Sasha_InterLab07122016.csv","I4071216","08-12-2016 10:06:03",1,"I4","07122016",0.7021,0.702
"data files/Sasha_InterLab07122016.csv","C3071216","08-12-2016 10:23:35",1,"C3","07122016",0.6479,0.6478
"data files/Sasha_InterLab07122016.csv","L2071216","08-12-2016 10:41:08",1,"L2","07122016",0.5927,0.5926
"data files/Sasha_InterLab07122016.csv","A1071216","08-12-2016 10:59:01",1,"A1","07122016",0.6042,0.6041
"data files/Sasha_InterLab07122016.csv","E1071216","08-12-2016 11:34:31",1,"E1","07122016",0.7037,0.7036
"data files/Sasha_InterLab07122016.csv","B3071216","08-12-2016 12:10:44",1,"B3","07122016",0.6193,0.6192
"data files/Sasha_InterLab07122016.csv","C2071216","08-12-2016 12:29:29",1,"C2","07122016",0.6481,0.648
"data files/Sasha_InterLab07122016.csv","L3071216","08-12-2016 12:47:44",1,"L3","07122016",0.5938,0.5937
"data files/Sasha_InterLab07122016.csv","I1071216","08-12-2016 13:06:03",1,"I1","07122016",0.6973,0.6972
"data files/Sasha_InterLab07122016.csv","E2071216","08-12-2016 13:24:00",1,"E2","07122016",0.7145,0.7144
"data files/Sasha_InterLab07122016.csv","I2071216","08-12-2016 13:42:13",1,"I2","07122016",0.6932,0.6931
"data files/Sasha_InterLab07122016.csv","A2071216","08-12-2016 14:00:23",1,"A2","07122016",0.6028,0.6027
"data files/Sasha_InterLab07122016.csv","A3071216","08-12-2016 14:35:57",1,"A3","07122016",0.6026,0.6024
"data files/Sasha_InterLab07122016.csv","C1071216","08-12-2016 14:53:19",1,"C1","07122016",0.6492,0.6491
"data files/Sasha_InterLab15112016-21112016b.csv","L3191116","23-11-2016 09:37:45",1,"L3","19112016",0.5333,0.5267
"data files/Sasha_InterLab15112016-21112016b.csv","C3191116","23-11-2016 09:55:02",1,"C3","19112016",0.6614,0.6554
"data files/Sasha_InterLab15112016-21112016b.csv","I4191116","23-11-2016 10:30:49",1,"I4","19112016",0.6493,0.6432
"data files/Sasha_InterLab15112016-21112016b.csv","A1191116","23-11-2016 10:48:53",1,"A1","19112016",0.5558,0.5492
"data files/Sasha_InterLab15112016-21112016b.csv","L2191116","23-11-2016 11:07:03",1,"L2","19112016",0.5299,0.5233
"data files/Sasha_InterLab15112016-21112016b.csv","C1191116","23-11-2016 11:24:40",1,"C1","19112016",0.6595,0.6535
"data files/Sasha_InterLab15112016-21112016b.csv","E3191116","23-11-2016 11:42:55",1,"E3","19112016",0.7662,0.7614
"data files/Sasha_InterLab15112016-21112016b.csv","I3191116","23-11-2016 12:01:02",1,"I3","19112016",0.6572,0.6512
"data files/Sasha_InterLab15112016-21112016b.csv","I2191116","23-11-2016 12:19:03",1,"I2","19112016",0.6211,0.6148
"data files/Sasha_InterLab15112016-21112016b.csv","C2191116","23-11-2016 12:36:58",1,"C2","19112016",0.661,0.655
"data files/Sasha_InterLab15112016-21112016b.csv","A3191116","23-11-2016 12:54:38",1,"A3","19112016",0.558,0.5515
"data files/Sasha_InterLab15112016-21112016b.csv","E1191116","23-11-2016 13:12:09",1,"E1","19112016",0.7627,0.7579
"data files/Sasha_InterLab15112016-21112016b.csv","A2191116","23-11-2016 13:29:54",1,"A2","19112016",0.5554,0.5489
"data files/Sasha_InterLab15112016-21112016b.csv","L1191116","23-11-2016 13:47:37",1,"L1","19112016",0.527,0.5204
"data files/Sasha_InterLab15112016-21112016b.csv","E2191116","23-11-2016 14:05:11",1,"E2","19112016",0.7636,0.7588
"data files/Sasha_InterLab15112016-21112016b.csv","I2161116","23-11-2016 14:22:54",1,"I2","16112016",0.1963,0.1922
"data files/Sasha_InterLab15112016-21112016b.csv","L2171116","23-11-2016 14:40:37",1,"L2","17112016",0.5898,0.5834
"data files/Sasha_InterLab15112016-21112016b.csv","A1171116","23-11-2016 14:58:17",1,"A1","17112016",0.5722,0.5657
"data files/Sasha_InterLab15112016-21112016b.csv","B3181116","23-11-2016 15:15:46",1,"B3","18112016",0.5699,0.5634
"data files/Sasha_InterLab15112016-21112016b.csv","B2161116","23-11-2016 15:33:29",1,"B2","16112016",0.5527,0.5461
"data files/Sasha_InterLab15112016-21112016b.csv","L3161116","23-11-2016 15:51:08",1,"L3","16112016",0.1911,0.1871
"data files/Sasha_InterLab15112016-21112016b.csv","E2171116","23-11-2016 16:08:58",1,"E2","17112016",0.8003,0.796
"data files/Sasha_InterLab15112016-21112016b.csv","I1161116","23-11-2016 16:27:25",1,"I1","16112016",0.2401,0.2353
"data files/Sasha_InterLab15112016-21112016b.csv","L1161116","23-11-2016 16:45:52",1,"L1","16112016",0.1825,0.1785
"data files/Sasha_InterLab15112016-21112016b.csv","A2171116","23-11-2016 17:04:39",1,"A2","17112016",0.5744,0.5679
"data files/Sasha_InterLab15112016-21112016b.csv","A3171116","23-11-2016 17:23:09",1,"A3","17112016",0.5697,0.5632
"data files/Sasha_InterLab15112016-21112016b.csv","I3161116","23-11-2016 17:41:47",1,"I3","16112016",0.1948,0.1906
"data files/Sasha_InterLab15112016-21112016b.csv","C3161116","23-11-2016 18:00:22",1,"C3","16112016",0.6747,0.6688
"data files/Sasha_InterLab15112016-21112016b.csv","B1161116","23-11-2016 18:19:01",1,"B1","16112016",0.5384,0.5318
"data files/Sasha_InterLab15112016-21112016c.csv","C1181116","24-11-2016 09:52:51",1,"C1","18112016",0.6588,0.6521
"data files/Sasha_InterLab15112016-21112016c.csv","C3171116","24-11-2016 10:10:32",1,"C3","17112016",0.6862,0.6797
"data files/Sasha_InterLab15112016-21112016c.csv","E1171116","24-11-2016 10:28:00",1,"E1","17112016",0.8017,0.7969
"data files/Sasha_InterLab15112016-21112016c.csv","A1181116","24-11-2016 10:46:00",1,"A1","18112016",0.5314,0.524
"data files/Sasha_InterLab15112016-21112016c.csv","I3171116","24-11-2016 11:04:22",1,"I3","17112016",0.579,0.5717
"data files/Sasha_InterLab15112016-21112016c.csv","E2211116","24-11-2016 11:40:55",1,"E2","21112016",0.7564,0.7508
"data files/Sasha_InterLab15112016-21112016c.csv","I1171116","24-11-2016 11:59:24",1,"I1","19112016",0.6322,0.6252
"data files/Sasha_InterLab15112016-21112016c.csv","E1211116","24-11-2016 12:17:38",1,"E1","21112016",0.7472,0.7415
"data files/Sasha_InterLab15112016-21112016c.csv","L3211116","24-11-2016 12:35:52",1,"L3","21112016",0.5509,0.5435
"data files/Sasha_InterLab15112016-21112016c.csv","I3211116","24-11-2016 12:53:58",1,"I3","21112016",0.6579,0.6511
"data files/Sasha_InterLab15112016-21112016c.csv","L1211116","24-11-2016 13:12:19",1,"L1","21112016",0.5476,0.5402
"data files/Sasha_InterLab15112016-21112016c.csv","B3191116","24-11-2016 13:29:38",1,"B3","19112016",0.592,0.5847
"data files/Sasha_InterLab15112016-21112016c.csv","C3211116","24-11-2016 13:47:22",1,"C3","21112016",0.6624,0.6557
"data files/Sasha_InterLab15112016-21112016c.csv","A3211116","24-11-2016 14:05:03",1,"A3","21112016",0.5751,0.5677
"data files/Sasha_InterLab15112016-21112016c.csv","I2211116","24-11-2016 14:22:53",1,"I2","21112016",0.6428,0.6359
"data files/Sasha_InterLab15112016-21112016c.csv","C1211116","24-11-2016 14:40:39",1,"C1","21112016",0.662,0.6553
"data files/Sasha_InterLab15112016-21112016c.csv","E3211116","24-11-2016 14:58:23",1,"E3","21112016",0.7509,0.7453
"data files/Sasha_InterLab15112016-21112016c.csv","L2211116","24-11-2016 15:16:17",1,"L2","21112016",0.5491,0.5417
"data files/Sasha_InterLab15112016-21112016c.csv","A2211116","24-11-2016 15:34:06",1,"A2","21112016",0.5722,0.5649
"data files/Sasha_InterLab15112016-21112016c.csv","B3211116","24-11-2016 15:51:52",1,"B3","21112016",0.602,0.5949
"data files/Sasha_InterLab15112016-21112016c.csv","A1211116","24-11-2016 16:09:54",1,"A1","21112016",0.5714,0.5641
"data files/Sasha_InterLab15112016-21112016c.csv","I1211116","24-11-2016 16:27:57",1,"I1","21112016",0.6429,0.6361
"data files/Sasha_InterLab15112016-21112016c.csv","I4211116","24-11-2016 16:45:56",1,"I4","21112016",0.6602,0.6535
"data files/Sasha_InterLab15112016-21112016c.csv","C2211116","24-11-2016 17:04:05",1,"C2","21112016",0.6602,0.6534
"data files/Sasha_InterLab15112016-21112016.csv","I1171116","22-11-2016 15:16:18",1,"I1","17112016",0.5509,0.5444
"data files/Sasha_InterLab15112016-21112016.csv","C1161116","22-11-2016 15:33:34",1,"C1","16112016",0.6598,0.6539
"data files/Sasha_InterLab15112016-21112016.csv","A3181116","22-11-2016 15:51:18",1,"A3","18112016",0.5368,0.5303
"data files/Sasha_InterLab15112016-21112016.csv","L2161116","22-11-2016 16:09:28",1,"L2","16112016",0.1866,0.1827
"data files/Sasha_InterLab15112016-21112016.csv","I2171116","22-11-2016 16:27:55",1,"I2","17112016",0.5971,0.5907
"data files/Sasha_InterLab15112016-21112016.csv","C2181116","22-11-2016 16:46:18",1,"C2","18112016",0.6655,0.6597
"data files/Sasha_InterLab15112016-21112016.csv","I4171116","22-11-2016 17:04:43",1,"I4","17112016",0.6027,0.5964
"data files/Sasha_InterLab15112016-21112016.csv","L1171116","22-11-2016 17:23:13",1,"L1","17112016",0.5854,0.579
"data files/Sasha_InterLab15112016-21112016.csv","E2181116","22-11-2016 17:41:44",1,"E2","18112016",0.7649,0.7602
"data files/Sasha_InterLab15112016-21112016.csv","A2181116","22-11-2016 18:00:19",1,"A2","18112016",0.5332,0.5266
"data files/Sasha_InterLab15112016-21112016.csv","E3161116","22-11-2016 18:18:42",1,"E3","16112016",0.5716,0.5651
"data files/Sasha_InterLab15112016-21112016.csv","L2181116","22-11-2016 18:37:19",1,"L2","18112016",0.5457,0.5392
"data files/Sasha_InterLab15112016-21112016.csv","E3181116","22-11-2016 18:55:59",1,"E3","18112016",0.7643,0.7595
"data files/Sasha_InterLab15112016-21112016.csv","A1161116","22-11-2016 19:14:43",1,"A1","16112016",0.6681,0.6623
"data files/Sasha_InterLab15112016-21112016.csv","E1181116","22-11-2016 19:33:15",1,"E1","18112016",0.7603,0.7555
"data files/Sasha_InterLab15112016-21112016.csv","L3171116","22-11-2016 19:51:53",1,"L3","17112016",0.6071,0.6008
"data files/Sasha_InterLab15112016-21112016.csv","C1171116","22-11-2016 20:10:29",1,"C1","17112016",0.6739,0.6681
"data files/Sasha_InterLab15112016-21112016.csv","E1161116","22-11-2016 20:29:10",1,"E1","16112016",0.5955,0.5891
"data files/Sasha_InterLab15112016-21112016.csv","L1181116","22-11-2016 20:47:49",1,"L1","18112016",0.5441,0.5376
"data files/Sasha_InterLab15112016-21112016.csv","C2161116","22-11-2016 21:06:22",1,"C2","16112016",0.671,0.6652
"data files/Sasha_InterLab15112016-21112016.csv","I4161116","22-11-2016 21:24:58",1,"I4","16112016",0.1866,0.1826
"data files/Sasha_InterLab15112016-21112016.csv","E2161116","22-11-2016 21:43:37",1,"E2","16112016",0.6133,0.607
"data files/Sasha_InterLab15112016-21112016.csv","L3181116","22-11-2016 22:02:14",1,"L3","18112016",0.5537,0.5472
"data files/Sasha_InterLab15112016-21112016.csv","A3161116","22-11-2016 22:20:57",1,"A3","16112016",0.6642,0.6583
"data files/Sasha_InterLab15112016-21112016.csv","C2171116","22-11-2016 22:58:16",1,"C2","17112016",0.6839,0.6782
"data files/Sasha_InterLab15112016-21112016.csv","C3181116","22-11-2016 23:16:50",1,"C3","18112016",0.6642,0.6583
"data files/Sasha_InterLab15112016-21112016.csv","E3171116","22-11-2016 23:35:33",1,"E3","17112016",0.7993,0.7951
"data files/Sasha_InterLab15112016-21112016.csv","A2161116","22-11-2016 23:54:17",1,"A2","16112016",0.6668,0.6609
"data files/Sasha_InterLab15112016-21112016.csv","B3161116","23-11-2016 00:13:00",1,"B3","16112016",0.5535,0.547
"data files/Sasha_InterLab15112016-21112016.csv","B3171116","23-11-2016 00:31:40",1,"B3","17112016",0.5255,0.519
"data files/Sasha_InterLab15112016-21112016d.csv","E2241116","25-11-2016 10:50:15",1,"E2","24112016",0.736,0.7337
"data files/Sasha_InterLab15112016-21112016d.csv","A3241116","25-11-2016 11:07:53",1,"A3","24112016",0.5865,0.5836
"data files/Sasha_InterLab15112016-21112016d.csv","L2241116","25-11-2016 11:25:47",1,"L2","24112016",0.565,0.562
"data files/Sasha_InterLab15112016-21112016d.csv","E3241116","25-11-2016 11:43:43",1,"E3","24112016",0.7344,0.732
"data files/Sasha_InterLab15112016-21112016d.csv","C3241116","25-11-2016 12:01:40",1,"C3","24112016",0.6566,0.6539
"data files/Sasha_InterLab15112016-21112016d.csv","L3241116","25-11-2016 12:19:59",1,"L3","24112016",0.569,0.566
"data files/Sasha_InterLab15112016-21112016d.csv","I1241116","25-11-2016 12:38:13",1,"I1","24112016",0.6857,0.6831
"data files/Sasha_InterLab15112016-21112016d.csv","B3241116","25-11-2016 12:56:25",1,"B3","24112016",0.6095,0.6067
"data files/Sasha_InterLab15112016-21112016d.csv","A2241116","25-11-2016 13:14:44",1,"A2","24112016",0.5832,0.5803
"data files/Sasha_InterLab15112016-21112016d.csv","I2241116","25-11-2016 13:32:57",1,"I2","24112016",0.6837,0.6811
"data files/Sasha_InterLab15112016-21112016d.csv","I4241116","25-11-2016 13:50:43",1,"I4","24112016",0.6963,0.6938
"data files/Sasha_InterLab15112016-21112016d.csv","C2241116","25-11-2016 14:08:28",1,"C2","24112016",0.6552,0.6525
"data files/Sasha_InterLab15112016-21112016d.csv","L1241116","25-11-2016 14:25:49",1,"L1","24112016",0.5661,0.5632
"data files/Sasha_InterLab15112016-21112016d.csv","I3241116","25-11-2016 14:43:43",1,"I3","24112016",0.6989,0.6964
"data files/Sasha_InterLab15112016-21112016d.csv","E1241116","25-11-2016 15:01:49",1,"E1","24112016",0.7261,0.7237
"data files/Sasha_InterLab15112016-21112016d.csv","C1241116","25-11-2016 15:20:00",1,"C1","24112016",0.6567,0.654
"data files/Sasha_InterLab15112016-21112016d.csv","A1241116","25-11-2016 15:38:14",1,"A1","24112016",0.5836,0.5807
"data files/Sasha_InterLab16122016.csv","A1161216","02-01-2017 09:36:22",1,"A1","16122016",0.6082,0.6048
"data files/Sasha_InterLab16122016.csv","I4161216","02-01-2017 09:54:10",1,"I4","16122016",0.7001,0.697
"data files/Sasha_InterLab16122016.csv","L1161216","02-01-2017 10:12:10",1,"L1","16122016",0.6,0.5966
"data files/Sasha_InterLab16122016.csv","I3161216","02-01-2017 10:30:18",1,"I3","16122016",0.6969,0.6938
"data files/Sasha_InterLab16122016.csv","I1161216","02-01-2017 10:48:33",1,"I1","16122016",0.6982,0.6952
"data files/Sasha_InterLab16122016.csv","L2161216","02-01-2017 11:06:43",1,"L2","16122016",0.5971,0.5936
